PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_q,Embarked_s,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown,FamilySize,IsAlone,FarePerPerson
160,0,3,-0.3092756154954491,6.784163299176891,2.008933366495236,0.9017647699613316,True,False,True,False,False,False,False,False,False,False,True,9.793096665672127,0,0.09208167760891196
161,0,3,1.119622851203001,-0.4745451962498395,0.7676298785983874,-0.3558747427295753,True,False,True,False,False,False,False,False,False,False,True,1.2930846823485478,0,-0.27521379503407506
162,1,2,0.8188021213717487,-0.4745451962498395,-0.4736736092984604,-0.3641099874338189,False,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-7.031703136424346
163,0,3,-0.2340704330376359,-0.4745451962498395,-0.4736736092984604,-0.551755920337654,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.655527092027866
164,0,3,-0.9109170751579546,-0.4745451962498395,-0.4736736092984604,-0.5308736926947507,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.252248877532804
165,0,3,-2.114199994482965,3.1548090514635256,0.7676298785983874,0.1991219271599807,True,False,True,False,False,False,False,False,False,False,True,4.922438930061913,0,0.04045188370828121
166,1,3,-1.51255853482046,-0.4745451962498395,2.008933366495236,-0.2517577203973534,True,False,True,False,False,False,False,False,False,False,True,2.5343881702453963,0,-0.0993366854190203
167,1,1,0.4427762090826827,-0.4745451962498395,0.7676298785983874,0.5594138829706359,False,False,True,False,False,False,True,False,False,False,False,1.2930846823485478,0,0.4326196811446315
168,0,3,1.1948280336608146,0.4327933656785018,4.491540342288931,-0.0782293498436501,False,False,True,False,False,False,False,False,False,False,True,5.924333707967433,0,-0.01320475072807633
169,0,1,0.8188021213717487,-0.4745451962498395,-0.4736736092984604,-0.1246996592461672,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-2.4082036068612336
170,0,3,-0.0836600681220095,-0.4745451962498395,-0.4736736092984604,0.5946089659095145,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,11.483106409685988
171,0,1,2.3981109529858253,-0.4745451962498395,-0.4736736092984604,0.0535345654242466,True,False,True,True,False,False,False,False,False,False,False,0.05178119445170015,0,1.0338611534769044
172,0,3,-1.8885844471095257,3.1548090514635256,0.7676298785983874,-0.0494059933787976,True,True,False,False,False,False,False,False,False,False,True,4.922438930061913,0,-0.010036893109444058
173,1,3,-2.114199994482965,0.4327933656785018,0.7676298785983874,-0.4727375709369079,False,False,True,False,False,False,False,False,False,False,True,2.200423244276889,0,-0.2148393824535609
174,0,3,-0.6100963453267019,-0.4745451962498395,-0.4736736092984604,-0.548226529750121,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.587367393803348
175,0,1,2.0220850406967594,-0.4745451962498395,-0.4736736092984604,-0.0124462151461526,True,False,False,False,False,False,False,False,False,False,False,0.05178119445170015,0,-0.24036168493104254
176,0,3,-0.8357118927001413,0.4327933656785018,0.7676298785983874,-0.5498924021074366,True,False,True,False,False,False,False,False,False,False,True,2.200423244276889,0,-0.2499030145848801
177,0,3,-0.3092756154954491,2.247470489535184,0.7676298785983874,-0.1354831239546096,True,False,True,False,False,False,False,False,False,False,True,4.015100368133571,0,-0.03374339656111492
178,0,1,1.5708539459498805,-0.4745451962498395,-0.4736736092984604,-0.0591118174945133,False,False,False,False,True,False,False,False,False,False,False,0.05178119445170015,0,-1.1415692148556156
179,0,2,0.0667502967936168,-0.4745451962498395,-0.4736736092984604,-0.4288154815385896,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-8.281297603873835
180,0,3,0.5179813915404959,-0.4745451962498395,-0.4736736092984604,-0.7346959991247785,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-14.188471449998696
181,0,3,-0.5724937540977952,6.784163299176891,2.008933366495236,0.9017647699613316,False,False,True,False,False,False,False,False,False,False,True,9.793096665672127,0,0.09208167760891196
182,0,2,0.0667502967936168,-0.4745451962498395,-0.4736736092984604,-0.3805804768423059,True,False,False,False,False,False,False,False,False,False,True,0.05178119445170015,0,-7.349781728138759
183,0,3,-1.51255853482046,3.1548090514635256,2.008933366495236,0.0038289813164909,True,False,True,False,False,False,False,False,False,False,True,6.163742417958762,0,0.0006212104687137362
184,1,2,-2.114199994482965,1.340131927606843,0.7676298785983874,0.182945553633788,True,False,True,False,False,False,False,True,False,False,False,3.1077618062052306,0,0.05886730227152635
185,1,3,-1.8885844471095257,-0.4745451962498395,2.008933366495236,-0.2164638145220239,False,False,True,False,False,False,False,False,False,False,True,2.5343881702453963,0,-0.08541067902043768
186,0,1,0.8188021213717487,-0.4745451962498395,-0.4736736092984604,0.4417675300528709,True,False,True,False,False,False,False,False,False,False,False,0.05178119445170015,0,8.531427958173841
187,1,3,-0.5724937540977952,0.4327933656785018,-0.4736736092984604,-0.3699923050797071,False,True,False,False,False,False,False,False,False,False,True,0.9591197563800413,0,-0.38576236452072565
188,1,1,1.1948280336608146,-0.4745451962498395,-0.4736736092984604,-0.1099938651314466,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-2.124204864259077
189,0,3,0.8188021213717487,0.4327933656785018,0.7676298785983874,-0.3699923050797071,True,True,False,False,False,False,False,False,False,False,True,2.200423244276889,0,-0.16814597193609235
190,0,3,0.5179813915404959,-0.4745451962498395,-0.4736736092984604,-0.5489135844511608,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.600635815057721
191,1,2,0.2171606617092432,-0.4745451962498395,-0.4736736092984604,-0.4288154815385896,False,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-8.281297603873835
192,0,2,-0.7605067102423282,-0.4745451962498395,-0.4736736092984604,-0.4288154815385896,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-8.281297603873835
193,1,3,-0.7605067102423282,0.4327933656785018,-0.4736736092984604,-0.5498924021074366,False,False,True,False,False,False,False,False,False,False,True,0.9591197563800413,0,-0.5733302837831936
194,1,2,-1.9637896295673392,0.4327933656785018,0.7676298785983874,-0.1229349639524007,True,False,True,False,False,False,False,True,False,False,False,2.200423244276889,0,-0.055868780823027535
195,1,1,1.119622851203001,-0.4745451962498395,-0.4736736092984604,-0.0824457951322227,False,False,False,True,False,False,False,False,False,False,False,0.05178119445170015,0,-1.5921956997173077
196,1,1,2.172495405612386,-0.4745451962498395,-0.4736736092984604,2.712831550193872,False,False,False,True,False,False,False,False,False,False,False,0.05178119445170015,0,52.390285294100636
197,0,3,-0.3092756154954491,-0.4745451962498395,-0.4736736092984604,-0.5523441521022427,True,True,False,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.66688704173195
198,0,3,0.969212486287375,-0.4745451962498395,0.7676298785983874,-0.5369513032864824,True,False,True,False,False,False,False,False,False,False,True,1.2930846823485478,0,-0.41524836742420596
199,1,3,-0.5724937540977952,-0.4745451962498395,-0.4736736092984604,-0.5523441521022427,False,True,False,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.66688704173195
200,0,2,-0.3844807979532623,-0.4745451962498395,-0.4736736092984604,-0.4288154815385896,False,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-8.281297603873835
201,0,3,-0.0836600681220095,-0.4745451962498395,-0.4736736092984604,-0.5111679285810251,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-9.871690562445913
202,0,3,-0.3092756154954491,6.784163299176891,2.008933366495236,0.9017647699613316,True,False,True,False,False,False,False,False,False,False,True,9.793096665672127,0,0.09208167760891196
203,0,3,0.3675710266248695,-0.4745451962498395,-0.4736736092984604,-0.581854563268135,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-11.236792998486553
204,0,3,1.2324306248897212,-0.4745451962498395,-0.4736736092984604,-0.5646970191586081,True,False,False,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.905445985517764
205,1,3,-0.8357118927001413,-0.4745451962498395,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.530567645282916
206,0,3,-2.038994812025152,-0.4745451962498395,0.7676298785983874,-0.4885210056443552,False,False,True,False,False,False,False,False,True,False,False,1.2930846823485478,0,-0.3777950603800251
207,0,3,0.2171606617092432,0.4327933656785018,-0.4736736092984604,-0.3617570603754636,True,False,True,False,False,False,False,False,False,False,True,0.9591197563800413,0,-0.37717611170978854
208,1,3,-0.2340704330376359,-0.4745451962498395,-0.4736736092984604,-0.2926398280362766,True,False,False,False,False,False,False,False,False,False,True,0.05178119445170015,0,-5.651469247377862
209,1,3,-0.9861222576157678,-0.4745451962498395,-0.4736736092984604,-0.5523441521022427,False,True,False,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.66688704173195
210,1,1,0.8188021213717487,-0.4745451962498395,-0.4736736092984604,-0.0052886110346358,True,False,False,False,False,False,False,False,False,False,False,0.05178119445170015,0,-0.10213381693172117
211,0,3,-0.3844807979532623,-0.4745451962498395,-0.4736736092984604,-0.5688146415107299,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.984965633446368
212,1,2,0.4427762090826827,-0.4745451962498395,-0.4736736092984604,-0.2405813168701657,False,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-4.6461136985662295
213,0,3,-0.5348911628688886,-0.4745451962498395,-0.4736736092984604,-0.5641087873940193,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.894086035813677
214,0,2,0.0667502967936168,-0.4745451962498395,-0.4736736092984604,-0.4288154815385896,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-8.281297603873835
215,0,3,-0.3092756154954491,0.4327933656785018,-0.4736736092984604,-0.5523441521022427,True,True,False,False,False,False,False,False,False,False,True,0.9591197563800413,0,-0.5758865339057639
216,1,1,0.14195547925143,0.4327933656785018,-0.4736736092984604,1.9305821262271865,False,False,False,False,False,True,False,False,False,False,False,0.9591197563800413,0,2.0128686885918063
217,1,3,-0.1588652505798227,-0.4745451962498395,-0.4736736092984604,-0.548226529750121,False,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.587367393803348
218,0,2,0.969212486287375,0.4327933656785018,-0.4736736092984604,-0.0994056933688477,True,False,True,False,False,False,False,False,False,False,True,0.9591197563800413,0,-0.10364262930421717
219,1,1,0.2171606617092432,-0.4745451962498395,-0.4736736092984604,1.060392053454471,False,False,False,False,False,True,False,False,False,False,False,0.05178119445170015,0,20.47832354357084
220,0,2,0.0667502967936168,-0.4745451962498395,-0.4736736092984604,-0.4876386579974721,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-9.417292574282463
221,1,3,-0.9861222576157678,-0.4745451962498395,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.530567645282916
222,0,2,-0.1588652505798227,-0.4745451962498395,-0.4736736092984604,-0.4288154815385896,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-8.281297603873835
223,0,3,1.6460591284076938,-0.4745451962498395,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.530567645282916
224,0,3,-0.3092756154954491,-0.4745451962498395,-0.4736736092984604,-0.5489135844511608,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.600635815057721
225,1,1,0.6683917564561223,0.4327933656785018,-0.4736736092984604,1.3829383533949904,True,False,True,False,True,False,False,False,False,False,False,0.9591197563800413,0,1.4418828766644811
226,0,3,-0.5348911628688886,-0.4745451962498395,-0.4736736092984604,-0.5146973191685581,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-9.939850260670433
227,1,2,-0.7605067102423282,-0.4745451962498395,-0.4736736092984604,-0.4876386579974721,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-9.417292574282463
228,0,3,-0.6476989365556084,-0.4745451962498395,-0.4736736092984604,-0.5641087873940193,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.894086035813677
229,0,2,-0.8357118927001413,-0.4745451962498395,-0.4736736092984604,-0.4288154815385896,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-8.281297603873835
230,0,3,-0.5724937540977952,2.247470489535184,0.7676298785983874,-0.1354831239546096,False,False,True,False,False,False,False,False,False,False,True,4.015100368133571,0,-0.03374339656111492
231,1,1,0.4427762090826827,0.4327933656785018,-0.4736736092984604,1.229409862837307,False,False,True,False,True,False,False,False,False,False,False,0.9591197563800413,0,1.281810592117723
232,0,3,-0.0084548856641963,-0.4745451962498395,-0.4736736092984604,-0.551755920337654,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.655527092027866
233,0,2,2.2477005880701992,-0.4745451962498395,-0.4736736092984604,-0.4170508462468131,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-8.05409860979211
234,1,3,-1.8133792646517128,3.1548090514635256,2.008933366495236,0.0038289813164909,False,False,True,False,False,False,False,False,False,False,True,6.163742417958762,0,0.0006212104687137362
235,0,2,-0.3844807979532623,-0.4745451962498395,-0.4736736092984604,-0.4876386579974721,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-9.417292574282463
236,0,3,-0.5724937540977952,-0.4745451962498395,-0.4736736092984604,-0.5570500062189534,False,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.757766639364641
237,0,2,1.119622851203001,0.4327933656785018,-0.4736736092984604,-0.1229349639524007,True,False,True,False,False,False,False,False,False,False,True,0.9591197563800413,0,-0.12817478019260922
238,1,2,-1.5877637172782733,-0.4745451962498395,2.008933366495236,-0.1170526463065125,False,False,True,False,False,False,False,False,False,False,True,2.5343881702453963,0,-0.046185760997763295
239,0,2,-0.7605067102423282,-0.4745451962498395,-0.4736736092984604,-0.4876386579974721,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-9.417292574282463
240,0,2,0.2923658441670563,-0.4745451962498395,-0.4736736092984604,-0.4458742027116655,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-8.610736145292337
241,0,3,-0.5724937540977952,0.4327933656785018,-0.4736736092984604,-0.3945992162559869,False,False,False,False,False,False,False,False,False,False,True,0.9591197563800413,0,-0.4114180879198061
242,1,3,-0.5724937540977952,0.4327933656785018,-0.4736736092984604,-0.3699923050797071,False,True,False,False,False,False,False,False,False,False,True,0.9591197563800413,0,-0.38576236452072565
243,0,2,-0.0084548856641963,-0.4745451962498395,-0.4736736092984604,-0.4876386579974721,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-9.417292574282463
244,0,3,-0.5348911628688886,-0.4745451962498395,-0.4736736092984604,-0.5670499462169634,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.950885784334108
245,0,3,0.0667502967936168,-0.4745451962498395,-0.4736736092984604,-0.5646970191586081,True,False,False,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.905445985517764
246,0,1,1.119622851203001,1.340131927606843,-0.4736736092984604,1.3829383533949904,True,True,False,False,True,False,False,False,False,False,False,1.8664583183083827,0,0.7409425326188809
247,0,3,-0.3092756154954491,-0.4745451962498395,-0.4736736092984604,-0.551755920337654,False,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.655527092027866
248,1,2,-0.3844807979532623,-0.4745451962498395,2.008933366495236,-0.3935215756632601,False,False,True,False,False,False,False,False,False,False,True,2.5343881702453963,0,-0.1552728111199938
249,1,1,0.5931865739983091,0.4327933656785018,0.7676298785983874,0.501865992977382,True,False,True,False,False,True,False,False,False,False,False,2.200423244276889,0,0.22807702758216725
250,0,2,1.8716746757811331,0.4327933656785018,-0.4736736092984604,-0.1229349639524007,True,False,True,False,False,False,False,False,False,False,True,0.9591197563800413,0,-0.12817478019260922
251,0,3,-0.3092756154954491,-0.4745451962498395,-0.4736736092984604,-0.5641087873940193,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.894086035813677
252,0,3,-0.0084548856641963,0.4327933656785018,0.7676298785983874,-0.4885210056443552,False,False,True,False,False,False,False,False,True,False,False,2.200423244276889,0,-0.22201229100581268
253,0,1,2.4733161354436386,-0.4745451962498395,-0.4736736092984604,-0.1099938651314466,True,False,True,False,True,False,False,False,False,False,False,0.05178119445170015,0,-2.124204864259077
254,0,3,0.0667502967936168,0.4327933656785018,-0.4736736092984604,-0.3558747427295753,True,False,True,False,False,False,False,False,False,False,True,0.9591197563800413,0,-0.37104307398769043
255,0,3,0.8940073038295618,-0.4745451962498395,2.008933366495236,-0.2591106174547137,False,False,True,False,False,False,False,False,False,False,True,2.5343881702453963,0,-0.10223793675205835
256,1,3,-0.0084548856641963,-0.4745451962498395,2.008933366495236,-0.3759734456620463,False,False,False,False,False,False,False,False,False,False,True,2.5343881702453963,0,-0.14834880073861853
257,1,1,0.4427762090826827,-0.4745451962498395,-0.4736736092984604,1.128822231092618,False,False,False,False,False,False,False,False,False,False,True,0.05178119445170015,0,21.7998492125466
258,1,1,0.0667502967936168,-0.4745451962498395,-0.4736736092984604,1.3005859063525549,False,False,True,True,False,False,False,False,False,False,False,0.05178119445170015,0,25.116954526139793
259,1,1,0.4427762090826827,-0.4745451962498395,-0.4736736092984604,5.124238728242953,False,False,False,False,False,False,False,False,False,False,True,0.05178119445170015,0,98.95945395818707
260,1,2,1.5708539459498805,-0.4745451962498395,0.7676298785983874,-0.1229349639524007,False,False,True,False,False,False,False,False,False,False,True,1.2930846823485478,0,-0.09507108515826025
261,0,3,-0.3092756154954491,-0.4745451962498395,-0.4736736092984604,-0.5523441521022427,True,True,False,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.66688704173195
262,1,3,-1.9637896295673392,3.1548090514635256,2.008933366495236,0.0038289813164909,True,False,True,False,False,False,False,False,False,False,True,6.163742417958762,0,0.0006212104687137362
263,0,1,1.7212643108655068,0.4327933656785018,0.7676298785983874,1.139410402855217,True,False,True,False,False,False,True,False,False,False,False,2.200423244276889,0,0.5178142004356321
264,0,1,0.8188021213717487,-0.4745451962498395,-0.4736736092984604,-0.7346959991247785,True,False,True,True,False,False,False,False,False,False,False,0.05178119445170015,0,-14.188471449998696
265,0,3,-0.5724937540977952,-0.4745451962498395,-0.4736736092984604,-0.5523441521022427,False,True,False,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.66688704173195
266,0,2,0.5179813915404959,-0.4745451962498395,-0.4736736092984604,-0.4876386579974721,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-9.417292574282463
267,0,3,-0.9861222576157678,3.1548090514635256,0.7676298785983874,0.1991219271599807,True,False,True,False,False,False,False,False,False,False,True,4.922438930061913,0,0.04045188370828121
268,1,3,-0.3092756154954491,0.4327933656785018,-0.4736736092984604,-0.551755920337654,True,False,True,False,False,False,False,False,False,False,True,0.9591197563800413,0,-0.5752732301335542
269,1,1,2.172495405612386,-0.4745451962498395,0.7676298785983874,2.876164687803722,False,False,True,False,True,False,False,False,False,False,False,1.2930846823485478,0,2.2242663044928555
270,1,1,0.4427762090826827,-0.4745451962498395,-0.4736736092984604,2.456656616715439,False,False,True,False,True,False,False,False,False,False,False,0.05178119445170015,0,47.44302719797107
271,0,1,0.8188021213717487,-0.4745451962498395,-0.4736736092984604,-0.0052886110346358,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-0.10213381693172117
272,1,3,-0.3092756154954491,-0.4745451962498395,-0.4736736092984604,-0.7346959991247785,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-14.188471449998696
273,1,2,0.8940073038295618,-0.4745451962498395,0.7676298785983874,-0.2758752227454952,False,False,True,False,False,False,False,False,False,False,True,1.2930846823485478,0,-0.21334660174339123
274,0,1,0.5931865739983091,-0.4745451962498395,0.7676298785983874,-0.0358766627932547,True,False,False,False,True,False,False,False,False,False,False,1.2930846823485478,0,-0.02774502187133962
275,1,3,-0.5724937540977952,-0.4745451962498395,-0.4736736092984604,-0.5523441521022427,False,True,False,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.66688704173195
276,1,1,2.548521317901452,0.4327933656785018,-0.4736736092984604,1.0996059358090202,False,False,True,False,False,True,False,False,False,False,False,0.9591197563800413,0,1.1464740753117306
277,0,3,1.1948280336608146,-0.4745451962498395,-0.4736736092984604,-0.5523441521022427,False,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.66688704173195
278,0,2,0.0667502967936168,-0.4745451962498395,-0.4736736092984604,-0.7346959991247785,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-14.188471449998696
279,0,3,-1.6629688997360863,3.1548090514635256,0.7676298785983874,-0.0494059933787976,True,True,False,False,False,False,False,False,False,False,True,4.922438930061913,0,-0.010036893109444058
280,1,3,0.4427762090826827,0.4327933656785018,0.7676298785983874,-0.2582282698078304,False,False,True,False,False,False,False,False,False,False,True,2.200423244276889,0,-0.1173539092897059
281,0,3,2.6989316828170784,-0.4745451962498395,-0.4736736092984604,-0.5523441521022427,True,True,False,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.66688704173195
282,0,3,-0.0836600681220095,-0.4745451962498395,-0.4736736092984604,-0.5498924021074366,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.61953877136532
283,0,3,-0.9861222576157678,-0.4745451962498395,-0.4736736092984604,-0.5111679285810251,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-9.871690562445913
284,1,3,-0.7605067102423282,-0.4745451962498395,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.530567645282916
285,0,1,0.8188021213717487,-0.4745451962498395,-0.4736736092984604,-0.1229349639524007,True,False,True,False,False,False,False,False,False,False,False,0.05178119445170015,0,-2.374123757748974
286,0,3,0.2923658441670563,-0.4745451962498395,-0.4736736092984604,-0.5308736926947507,True,False,False,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.252248877532804
287,1,3,0.0667502967936168,-0.4745451962498395,-0.4736736092984604,-0.5111679285810251,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-9.871690562445913
288,0,3,-0.5348911628688886,-0.4745451962498395,-0.4736736092984604,-0.5489135844511608,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.600635815057721
289,1,2,0.969212486287375,-0.4745451962498395,-0.4736736092984604,-0.4288154815385896,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-8.281297603873835
290,1,3,-0.5348911628688886,-0.4745451962498395,-0.4736736092984604,-0.5523441521022427,False,True,False,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.66688704173195
291,1,1,-0.2340704330376359,-0.4745451962498395,-0.4736736092984604,1.1205869863883744,False,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,21.640809916689392
292,1,1,-0.7605067102423282,0.4327933656785018,-0.4736736092984604,1.4083311422087608,False,False,False,True,False,False,False,False,False,False,False,0.9591197563800413,0,1.468357973903234
293,0,2,0.5179813915404959,-0.4745451962498395,-0.4736736092984604,-0.4317566403615337,True,False,False,False,False,True,False,False,False,False,False,0.05178119445170015,0,-8.338097352394266
294,0,3,-0.3844807979532623,-0.4745451962498395,-0.4736736092984604,-0.5264619544603346,False,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.167049254752158
295,0,3,-0.3844807979532623,-0.4745451962498395,-0.4736736092984604,-0.5489135844511608,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.600635815057721
296,0,1,0.8188021213717487,-0.4745451962498395,-0.4736736092984604,-0.0824457951322227,True,False,False,False,False,False,False,False,False,False,True,0.05178119445170015,0,-1.5921956997173077
297,0,3,-0.4220833891821688,-0.4745451962498395,-0.4736736092984604,-0.5645981962221572,True,False,False,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.903537513967478
298,0,1,-2.038994812025152,0.4327933656785018,2.008933366495236,2.831164957812677,False,False,True,False,True,False,False,False,False,False,False,3.4417267321737377,0,0.8226001592010648
299,1,1,0.8188021213717487,-0.4745451962498395,-0.4736736092984604,-0.0170532463264123,True,False,True,False,True,False,False,False,False,False,False,0.05178119445170015,0,-0.3293328110134467
300,1,1,1.5708539459498805,-0.4745451962498395,0.7676298785983874,5.089287879132724,False,False,False,True,False,False,False,False,False,False,False,1.2930846823485478,0,3.935773077049658
301,1,3,-0.5724937540977952,-0.4745451962498395,-0.4736736092984604,-0.5523441521022427,False,True,False,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.66688704173195
302,1,3,-0.3092756154954491,1.340131927606843,-0.4736736092984604,-0.1876404580571715,True,True,False,False,False,False,False,False,False,False,True,1.8664583183083827,0,-0.10053289495756577
303,0,3,-0.7605067102423282,-0.4745451962498395,-0.4736736092984604,-0.7346959991247785,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-14.188471449998696
304,1,2,-0.0836600681220095,-0.4745451962498395,-0.4736736092984604,-0.4441095074178991,False,True,False,False,False,False,True,False,False,False,False,0.05178119445170015,0,-8.57665629618008
305,0,3,-0.3092756154954491,-0.4745451962498395,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.530567645282916
306,1,1,-2.1202164090795903,0.4327933656785018,2.008933366495236,2.831164957812677,True,False,True,False,True,False,False,False,False,False,False,3.4417267321737377,0,0.8226001592010648
307,1,1,0.4427762090826827,-0.4745451962498395,-0.4736736092984604,1.874307169772503,False,False,False,False,False,False,False,False,False,False,True,0.05178119445170015,0,36.196676990925674
308,1,1,-0.9109170751579546,0.4327933656785018,-0.4736736092984604,1.827641567424142,False,False,False,False,True,False,False,False,False,False,False,0.9591197563800413,0,1.9055405284550908
309,0,2,0.0667502967936168,0.4327933656785018,-0.4736736092984604,-0.1699935051195067,True,False,False,False,False,False,False,False,False,False,True,0.9591197563800413,0,-0.17723908196939334
310,1,1,0.0667502967936168,-0.4745451962498395,-0.4736736092984604,0.6048065517804263,False,False,False,False,False,False,True,False,False,False,False,0.05178119445170015,0,11.680042497756025
311,1,1,-0.3844807979532623,-0.4745451962498395,-0.4736736092984604,1.2219581428434958,False,False,False,False,True,False,False,False,False,False,False,0.05178119445170015,0,23.598492769093987
312,1,1,-0.8357118927001413,1.340131927606843,2.008933366495236,5.124238728242953,False,False,False,True,False,False,False,False,False,False,False,4.349065294102079,0,1.178239088567402
313,0,2,-0.2340704330376359,0.4327933656785018,0.7676298785983874,-0.1229349639524007,False,False,True,False,False,False,False,False,False,False,True,2.200423244276889,0,-0.055868780823027535
314,0,3,-0.0836600681220095,-0.4745451962498395,-0.4736736092984604,-0.5489135844511608,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.600635815057721
315,0,2,1.0444176687451885,0.4327933656785018,0.7676298785983874,-0.1170526463065125,True,False,True,False,False,False,False,False,False,False,True,2.200423244276889,0,-0.05319551436795459
316,1,3,-0.2340704330376359,-0.4745451962498395,-0.4736736092984604,-0.5498924021074366,False,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.61953877136532
317,1,2,-0.3844807979532623,0.4327933656785018,-0.4736736092984604,-0.1229349639524007,False,False,True,False,False,False,False,False,False,False,True,0.9591197563800413,0,-0.12817478019260922
318,0,2,1.8716746757811331,-0.4745451962498395,-0.4736736092984604,-0.4052862109550366,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-7.826899615710384
319,1,1,0.14195547925143,-0.4745451962498395,2.008933366495236,3.144497195392677,False,False,True,False,True,False,False,False,False,False,False,2.5343881702453963,0,1.240732273102508
